09, 03, 03, 03, 03, 03, 03, 03, 05, 03, 03, 07
02, 01, 01, 01, 01, 01, 01, 15, 13, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 15, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 15, 01, 01, 01, 02
02, 01, 01, 14, 01, 01, 01, 15, 01, 01, 01, 02
02, 01, 01, 14, 01, 01, 01, 15, 01, 01, 01, 02
02, 01, 01, 14, 01, 01, 01, 15, 01, 01, 01, 02
02, 01, 01, 14, 01, 01, 01, 15, 01, 01, 01, 02
02, 15, 15, 15, 15, 01, 01, 15, 01, 01, 01, 02
04, 12, 01, 01, 01, 01, 01, 15, 01, 01, 01, 02
02, 15, 14, 01, 01, 01, 01, 15, 01, 14, 14, 02
02, 15, 14, 01, 01, 01, 01, 15, 01, 01, 01, 02
02, 15, 14, 01, 01, 01, 01, 15, 01, 01, 01, 02
02, 15, 14, 01, 01, 14, 14, 14, 14, 01, 01, 02
02, 15, 14, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 15, 14, 01, 15, 15, 15, 15, 01, 01, 01, 02
02, 15, 14, 01, 01, 01, 01, 15, 01, 01, 01, 02
02, 15, 14, 01, 14, 01, 01, 15, 01, 01, 01, 02
02, 15, 14, 01, 14, 01, 01, 15, 01, 01, 01, 02
02, 15, 14, 01, 01, 14, 11, 15, 01, 01, 01, 02
08, 03, 03, 03, 03, 03, 05, 03, 03, 03, 03, 06
