09, 03, 03, 03, 03, 03, 03, 03, 03, 03, 03, 07
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 15, 15, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 15, 17, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 15, 15, 01, 01, 01, 01, 01, 01, 01, 10, 04
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
02, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 02
08, 03, 03, 03, 03, 03, 03, 03, 03, 03, 03, 06
