09, 03, 03, 03, 03, 03, 03, 03, 03, 03, 03, 07
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 14, 14, 14, 14, 14, 14, 01, 01, 02
02, 01, 01, 01, 01, 14, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 14, 14, 14, 14, 14, 14, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 14, 14, 14, 14, 14, 14, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 14, 01, 01, 01, 01, 14, 14, 14, 02
02, 01, 01, 14, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 14, 01, 14, 14, 14, 14, 14, 01, 02
02, 01, 01, 14, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 14, 14, 14, 14, 14, 14, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 14, 14, 14, 14, 14, 14, 14, 01, 01, 10, 04
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
02, 01, 01, 01, 01, 01, 01, 01, 01, 01, 01, 02
08, 03, 03, 03, 03, 03, 03, 03, 03, 03, 03, 06
