09, 03, 03, 03, 03, 03,03, 03, 03, 03, 03, 03,  03,   03, 03,  03,  03, 03,  03,  03,  07 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  04, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,04, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
02, 01, 01, 01, 01, 01,02, 01, 01, 01, 01,  02, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
08, 03, 03, 03, 03, 03,03, 05, 03, 03, 03,  03, 03,   03, 03,  03,  03, 03,  05,  03,  06,  00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 01,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 03, 03, 03, 03,  03, 03,   03, 03,  03,  03, 03,  05,  03,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 04,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 01, 01, 01, 01,  01, 01,   01, 02,  01,  01, 01,  01,  01,  02 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
00, 00, 00, 00, 00, 00,02, 03, 03, 03, 03,  03, 03,   03, 03,  03,  03, 03,  03,  03,  03 , 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00, 00
